	SRR14729874.clean.fastq.gz.samSYM.counts	SRR14729875.clean.fastq.gz.samSYM.counts	SRR14729876.clean.fastq.gz.samSYM.counts	SRR14729877.clean.fastq.gz.samSYM.counts	SRR14729879.clean.fastq.gz.samSYM.counts	SRR14729880.clean.fastq.gz.samSYM.counts	SRR14729882.clean.fastq.gz.samSYM.counts	SRR14729883.clean.fastq.gz.samSYM.counts	SRR14729884.clean.fastq.gz.samSYM.counts	SRR14729885.clean.fastq.gz.samSYM.counts	SRR14729886.clean.fastq.gz.samSYM.counts	SRR14729887.clean.fastq.gz.samSYM.counts	SRR14729888.clean.fastq.gz.samSYM.counts	SRR14729891.clean.fastq.gz.samSYM.counts	SRR14729892.clean.fastq.gz.samSYM.counts	
evm.model.scaffold_7973.6	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	
evm.model.scaffold_7974.1	0	0	2	0	1	2	0	0	0	0	0	1	0	0	2	
evm.model.scaffold_7979.5	5	2	3	10	2	3	5	3	2	0	1	2	2	0	5	
evm.model.scaffold_798.1	7	5	9	19	1	40	3	11	11	1	11	16	8	2	34	
evm.model.scaffold_7983.2	0	1	1	0	0	0	1	1	1	0	0	2	1	0	4	
evm.model.scaffold_7984.1	3	4	14	25	6	26	13	6	5	5	3	11	1	4	42	
evm.model.scaffold_7986.1	0	2	8	8	5	6	0	3	8	0	0	3	2	2	5	
evm.model.scaffold_7988.1	0	4	2	9	0	9	7	1	2	0	1	0	0	2	8	
evm.model.scaffold_7988.2	0	1	0	0	1	2	1	0	0	0	0	0	0	1	3	
evm.model.scaffold_7989.1	6	9	18	19	4	33	3	4	8	1	5	11	4	3	23	
evm.model.scaffold_7989.2	1	5	10	16	3	30	11	7	5	3	10	6	0	0	21	
evm.model.scaffold_7989.3	10	10	33	48	13	62	10	12	32	4	11	28	4	15	66	
evm.model.scaffold_799.1	0	0	1	0	0	3	1	0	1	0	0	0	0	0	1	
evm.model.scaffold_799.2	2	2	13	9	6	11	4	4	4	1	3	5	4	2	13	
evm.model.scaffold_799.3	1	2	0	4	0	1	0	1	0	0	1	1	2	0	2	
evm.model.scaffold_7990.1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	
evm.model.scaffold_7991.1	0	1	3	2	1	2	1	2	1	0	0	0	2	0	6	
evm.model.scaffold_7994.1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
evm.model.scaffold_7996.1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	
evm.model.scaffold_7996.2	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	
evm.model.scaffold_7998.1	1	5	14	14	2	15	3	7	0	1	0	9	0	5	17	
evm.model.scaffold_7998.2	0	1	2	3	0	1	2	2	1	0	1	1	0	2	3	
evm.model.scaffold_7998.3	0	3	6	9	0	8	0	3	0	0	0	0	0	0	9	
evm.model.scaffold_7998.4	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	
evm.model.scaffold_7999.1	0	2	3	5	2	9	0	0	0	0	1	2	2	5	9	
evm.model.scaffold_7999.2	4	3	10	21	5	17	3	3	6	0	6	9	3	3	24	
evm.model.scaffold_7999.3	7	15	11	26	3	46	15	13	6	3	11	11	6	13	19	
evm.model.scaffold_8.1	2	9	10	15	4	18	4	8	2	0	2	3	1	0	10	
evm.model.scaffold_80.2	5	3	11	15	2	20	4	7	7	1	1	9	0	5	29	
evm.model.scaffold_80.3	9	8	15	47	7	38	10	6	12	1	6	15	5	7	31	
evm.model.scaffold_80.4	12	17	30	31	6	38	17	19	22	6	4	21	4	8	35	
evm.model.scaffold_80.5	3	6	14	18	3	22	6	3	9	2	6	9	6	4	20	
evm.model.scaffold_8001.1	0	1	4	0	0	3	2	0	0	1	0	0	1	1	1	
evm.model.scaffold_8002.1	0	5	4	8	1	7	2	3	0	1	0	5	1	3	5	
evm.model.scaffold_8004.1	6	3	11	26	2	17	4	5	12	3	5	6	3	6	22	
evm.model.scaffold_8004.2	14	8	11	35	6	36	10	9	10	6	5	11	4	20	46	
evm.model.scaffold_8004.3	0	0	0	5	0	3	0	0	2	0	0	2	1	1	2	
evm.model.scaffold_8004.4	0	0	2	2	0	3	0	0	0	0	2	0	0	0	3	
evm.model.scaffold_8006.1	0	1	0	9	2	5	1	0	3	0	0	2	1	0	5	
evm.model.scaffold_8008.1	0	0	0	3	0	3	2	0	1	2	0	1	1	1	2	
evm.model.scaffold_8009.2	1	0	5	4	1	2	3	1	1	0	0	4	1	0	6	
evm.model.scaffold_8009.3	1	1	3	2	1	3	2	1	0	0	1	4	1	2	6	
evm.model.scaffold_801.1	0	1	4	4	1	4	0	3	1	1	0	1	1	0	4	
evm.model.scaffold_801.2	1	1	2	3	0	3	2	1	0	1	0	1	1	0	3	
evm.model.scaffold_8010.1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8010.3	1	0	11	9	3	10	1	0	4	2	1	2	0	1	12	
evm.model.scaffold_8016.1	8	16	32	50	18	51	8	15	12	2	5	10	5	7	42	
evm.model.scaffold_8018.1	2	2	2	5	0	0	1	3	0	0	0	2	1	3	2	
evm.model.scaffold_8018.2	0	0	3	2	0	9	1	0	4	0	0	0	0	0	5	
evm.model.scaffold_8019.1	2	1	4	13	2	11	1	1	2	0	4	5	1	0	14	
evm.model.scaffold_8021.1	5	5	4	8	6	16	12	3	3	5	1	13	6	4	5	
evm.model.scaffold_8021.2	5	0	1	10	7	11	3	1	0	1	0	1	1	1	4	
evm.model.scaffold_8022.1	0	1	0	1	0	2	0	1	0	1	2	0	0	0	1	
evm.model.scaffold_8023.1	1	1	6	10	2	9	1	0	8	1	4	4	0	10	9	
evm.model.scaffold_8023.2	4	4	11	17	6	17	3	4	5	0	7	8	1	6	20	
evm.model.scaffold_8023.3	0	2	2	1	1	2	1	0	1	0	1	0	0	4	2	
evm.model.scaffold_8024.1	1	1	10	7	2	6	0	3	7	0	0	3	1	4	5	
evm.model.scaffold_8024.2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
evm.model.scaffold_8027.1	0	0	0	2	1	2	1	0	1	0	0	0	0	0	1	
evm.model.scaffold_8029.1	1	7	3	10	2	4	5	1	1	1	1	2	0	0	9	
evm.model.scaffold_8029.2	1	3	5	4	0	4	0	1	1	2	0	0	0	1	1	
evm.model.scaffold_8030.1	5	0	3	12	2	6	0	0	2	3	2	2	0	0	4	
evm.model.scaffold_8031.1	0	3	4	1	0	5	0	1	1	0	1	0	0	0	12	
evm.model.scaffold_8033.2	2	4	2	13	4	6	0	2	1	0	1	5	0	0	13	
evm.model.scaffold_8033.3	1	0	1	0	0	4	0	1	1	0	0	1	0	2	3	
evm.model.scaffold_8033.4	4	10	19	19	4	32	1	12	7	1	0	12	1	3	32	
evm.model.scaffold_8033.5	0	2	4	8	0	11	1	0	0	0	0	4	0	2	2	
evm.model.scaffold_8033.6	3	1	13	13	0	17	5	3	2	1	0	5	8	4	15	
evm.model.scaffold_8033.7	0	0	2	5	0	4	0	1	1	0	0	2	0	2	2	
evm.model.scaffold_8034.1	1	1	5	1	0	3	0	0	0	0	0	0	0	2	1	
evm.model.scaffold_8036.1	2	1	2	3	0	6	1	0	1	1	0	2	0	1	5	
evm.model.scaffold_8037.1	0	1	2	8	2	11	1	0	2	1	2	3	1	0	4	
evm.model.scaffold_8038.1	1	11	7	16	2	12	3	4	9	0	1	6	0	2	9	
evm.model.scaffold_8039.1	2	3	3	4	1	9	1	3	3	1	3	4	1	7	9	
evm.model.scaffold_8039.2	3	6	9	14	1	12	2	1	5	1	0	7	0	7	18	
evm.model.scaffold_8039.3	1	2	4	1	0	1	0	1	2	0	2	1	0	0	4	
evm.model.scaffold_8039.4	0	0	2	6	0	3	1	0	1	0	1	0	0	1	1	
evm.model.scaffold_8043.1	3	2	9	5	0	12	0	0	3	0	1	2	2	0	8	
evm.model.scaffold_8043.2	0	0	4	5	0	5	0	0	0	0	0	1	0	1	4	
evm.model.scaffold_8043.3	0	0	1	2	0	3	1	0	2	0	0	1	0	1	0	
evm.model.scaffold_8047.2	0	0	0	6	0	1	0	1	2	3	0	0	0	0	2	
evm.model.scaffold_8049.1	3	2	3	9	3	12	5	1	4	0	3	4	0	1	12	
evm.model.scaffold_805.2	0	2	6	0	0	6	3	1	6	1	2	7	6	4	18	
evm.model.scaffold_8051.1	33	15	34	26	26	42	20	8	18	4	25	21	20	18	34	
evm.model.scaffold_8051.2	13	7	29	37	21	54	14	9	14	5	8	20	6	10	48	
evm.model.scaffold_8052.1	5	7	28	28	1	45	11	9	9	3	6	13	3	4	41	
evm.model.scaffold_8054.1	1	3	18	25	3	25	11	5	3	1	6	2	0	7	15	
evm.model.scaffold_8054.2	3	3	15	12	1	27	8	5	5	2	5	11	0	2	18	
evm.model.scaffold_8055.1	9	8	30	22	6	48	6	9	14	6	2	18	4	5	33	
evm.model.scaffold_8055.4	1	0	1	6	1	3	1	1	3	0	0	2	1	0	1	
evm.model.scaffold_8057.1	165	53	95	150	234	237	152	50	71	41	102	99	100	67	165	
evm.model.scaffold_8057.2	0	0	2	2	0	5	0	0	2	0	0	3	0	0	2	
evm.model.scaffold_8057.3	8	12	35	50	10	36	18	18	15	2	6	19	6	10	47	
evm.model.scaffold_8057.4	3	0	1	2	0	2	1	1	1	0	0	1	0	1	3	
evm.model.scaffold_8057.5	0	1	1	2	0	4	1	0	1	0	0	0	3	0	4	
evm.model.scaffold_8058.1	2	2	6	5	1	7	0	5	2	0	0	5	0	2	3	
evm.model.scaffold_8059.1	6	7	9	13	7	19	3	10	7	1	5	8	1	10	16	
evm.model.scaffold_806.1	0	0	0	4	1	1	1	2	0	0	0	1	0	0	3	
evm.model.scaffold_8060.1	4	4	7	19	7	36	8	8	5	0	2	7	0	7	15	
evm.model.scaffold_8062.1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_8062.2	1	2	5	5	0	11	3	1	5	0	1	1	1	3	5	
evm.model.scaffold_8064.1	2	4	5	15	2	19	2	3	1	0	2	1	0	1	10	
evm.model.scaffold_8065.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8065.2	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	
evm.model.scaffold_8067.1	1	1	5	14	6	16	4	2	2	1	2	5	2	1	9	
evm.model.scaffold_8068.1	119	51	82	186	205	226	139	71	93	32	135	133	226	73	160	
evm.model.scaffold_8068.2	5	10	15	11	3	19	3	5	7	2	3	6	2	5	25	
evm.model.scaffold_8069.2	1	1	2	5	3	9	4	6	6	3	2	4	3	1	10	
evm.model.scaffold_8069.3	21	14	43	65	25	79	34	12	26	6	18	31	15	19	89	
evm.model.scaffold_8069.4	3	5	6	7	4	10	3	3	5	0	0	6	3	2	16	
evm.model.scaffold_807.1	4	9	25	25	6	38	8	6	6	1	2	18	4	11	48	
evm.model.scaffold_8071.1	5	2	11	14	0	16	8	4	5	0	2	7	4	2	11	
evm.model.scaffold_8072.1	10	20	22	42	19	51	36	11	15	5	11	25	10	9	45	
evm.model.scaffold_8073.3	0	0	2	3	0	5	0	0	0	1	0	0	0	0	4	
evm.model.scaffold_8075.1	1	0	5	6	2	10	3	1	2	1	3	2	0	4	12	
evm.model.scaffold_8079.1	1	4	3	4	1	7	0	2	4	0	0	2	1	2	5	
evm.model.scaffold_8079.2	2	3	2	8	1	10	1	0	3	0	1	3	0	1	12	
evm.model.scaffold_808.1	9	7	0	17	5	34	7	5	5	0	6	8	0	3	34	
evm.model.scaffold_8081.2	3	4	13	15	0	24	0	7	2	1	3	6	10	1	9	
evm.model.scaffold_8083.1	3	0	6	5	0	4	0	0	1	0	2	2	2	0	1	
evm.model.scaffold_8083.2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
evm.model.scaffold_8083.3	0	1	1	0	0	3	1	0	4	0	0	0	0	0	4	
evm.model.scaffold_8086.1	0	0	3	6	1	10	1	2	1	0	0	5	1	0	14	
evm.model.scaffold_8088.1	2	1	6	8	1	9	3	0	5	1	0	5	0	3	9	
evm.model.scaffold_8089.1	13	16	39	53	15	87	34	16	32	5	28	34	26	17	57	
evm.model.scaffold_8089.2	5	12	15	23	6	42	13	5	8	1	7	8	10	10	29	
evm.model.scaffold_8090.1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	
evm.model.scaffold_8090.2	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	
evm.model.scaffold_8091.1	1	2	8	6	1	8	4	0	5	2	0	4	2	1	14	
evm.model.scaffold_8091.2	0	8	9	7	2	4	1	1	7	1	0	2	0	1	5	
evm.model.scaffold_8091.3	3	1	5	6	1	13	2	2	4	0	0	2	1	0	12	
evm.model.scaffold_8091.7	0	0	0	5	1	2	2	4	2	0	1	1	0	1	10	
evm.model.scaffold_8091.8	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	
evm.model.scaffold_8091.9	1	0	2	4	1	5	1	1	1	0	0	0	0	1	3	
evm.model.scaffold_8093.10	1	1	4	1	1	7	1	2	1	0	0	1	0	0	5	
evm.model.scaffold_8093.3	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	
evm.model.scaffold_8093.5	2	4	7	8	4	31	8	5	13	2	4	4	2	11	24	
evm.model.scaffold_8093.6	1	0	0	4	1	7	0	1	3	1	3	0	2	1	2	
evm.model.scaffold_8093.7	1	2	1	8	2	8	5	3	2	0	2	5	2	1	6	
evm.model.scaffold_8093.8	1	1	2	3	0	2	0	0	0	0	1	1	0	0	2	
evm.model.scaffold_8095.1	4	4	5	9	0	8	6	1	12	1	2	1	0	3	7	
evm.model.scaffold_8095.3	5	5	14	22	2	24	8	2	7	1	6	9	0	6	25	
evm.model.scaffold_8095.4	1	1	1	3	2	5	1	2	2	0	2	1	1	0	3	
evm.model.scaffold_8097.1	1	3	6	4	0	7	0	2	1	1	0	1	1	1	5	
evm.model.scaffold_8097.4	0	2	2	3	0	13	2	3	3	0	2	5	3	3	11	
evm.model.scaffold_8098.1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_8099.1	1	6	12	11	2	20	2	2	7	0	1	7	0	5	17	
evm.model.scaffold_8099.2	4	2	3	3	1	6	1	1	3	1	1	0	0	1	5	
evm.model.scaffold_81.5	0	0	2	2	1	3	0	0	0	0	0	0	0	1	4	
evm.model.scaffold_810.1	0	0	4	1	0	1	0	0	1	0	1	0	0	1	3	
evm.model.scaffold_8105.1	0	4	6	15	2	13	7	1	6	0	3	11	0	2	15	
evm.model.scaffold_8105.2	1	6	2	7	3	5	2	2	2	1	1	1	1	1	5	
evm.model.scaffold_8106.1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8108.1	1	3	3	9	2	4	1	2	5	0	0	1	1	2	13	
evm.model.scaffold_8109.1	3	4	13	15	4	18	4	0	4	0	0	3	0	1	10	
evm.model.scaffold_8109.2	0	1	2	4	0	8	3	0	2	0	0	2	3	2	8	
evm.model.scaffold_8109.3	1	0	1	4	1	2	0	0	2	1	0	1	0	0	6	
evm.model.scaffold_8111.1	1	0	5	2	1	3	2	0	2	2	0	2	0	0	1	
evm.model.scaffold_8112.2	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	
evm.model.scaffold_8115.1	0	0	0	1	0	2	0	0	0	0	0	0	0	1	2	
evm.model.scaffold_8115.3	9	9	28	31	7	57	20	22	21	5	6	11	1	3	55	
evm.model.scaffold_8115.4	1	6	1	11	3	3	0	2	0	1	0	1	2	2	7	
evm.model.scaffold_8115.5	0	0	0	0	0	0	0	1	2	0	1	0	1	0	2	
evm.model.scaffold_8116.1	0	2	13	8	2	10	5	1	2	0	0	2	3	5	9	
evm.model.scaffold_8116.2	0	0	0	2	0	4	2	0	1	0	2	1	0	1	0	
evm.model.scaffold_8116.4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	
evm.model.scaffold_8118.1	1	2	0	3	0	6	3	1	2	0	1	2	0	2	5	
evm.model.scaffold_8118.3	1	0	2	1	0	6	1	3	0	0	0	0	0	0	3	
evm.model.scaffold_8119.1	0	0	1	0	0	7	0	0	1	0	1	0	0	0	1	
evm.model.scaffold_8119.2	0	0	0	0	0	1	1	0	4	0	0	0	0	1	1	
evm.model.scaffold_8119.3	0	0	1	0	1	0	2	0	0	0	0	1	2	1	1	
evm.model.scaffold_812.1	1	1	2	6	0	8	0	2	4	0	1	2	0	2	1	
evm.model.scaffold_812.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
evm.model.scaffold_812.4	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	
evm.model.scaffold_8122.1	9	9	20	33	4	34	13	5	14	3	10	12	0	10	48	
evm.model.scaffold_8122.2	0	0	1	2	1	6	1	0	0	0	0	1	0	0	2	
evm.model.scaffold_8126.2	3	2	5	6	2	9	3	2	2	0	1	7	0	5	7	
evm.model.scaffold_8126.3	1	3	1	5	0	9	1	2	0	1	4	4	0	0	6	
evm.model.scaffold_8127.1	0	3	9	9	0	12	4	4	2	2	0	2	1	0	12	
evm.model.scaffold_8129.1	2	5	20	13	3	16	4	8	11	2	0	8	4	4	7	
evm.model.scaffold_8129.2	1	1	0	0	0	2	1	0	2	0	2	2	1	1	1	
evm.model.scaffold_813.1	3	4	6	10	2	27	3	0	3	4	3	6	0	1	17	
evm.model.scaffold_8131.1	0	0	0	2	0	2	1	1	1	0	0	1	0	0	3	
evm.model.scaffold_8132.1	1	0	1	4	0	5	0	0	0	0	0	1	1	0	8	
evm.model.scaffold_8132.2	1	0	4	3	2	7	2	2	0	0	0	1	0	0	5	
evm.model.scaffold_8133.1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	
evm.model.scaffold_8133.8	1	2	8	6	2	14	0	1	1	0	0	3	1	4	9	
evm.model.scaffold_8133.9	0	2	5	1	0	2	0	0	2	1	0	0	0	0	3	
evm.model.scaffold_8134.1	6	7	17	15	9	22	8	5	8	3	9	8	2	3	22	
evm.model.scaffold_8135.1	25	20	35	42	37	67	37	14	35	8	21	26	43	25	56	
evm.model.scaffold_8136.2	1	0	2	0	0	1	1	0	0	0	0	0	0	0	3	
evm.model.scaffold_8136.3	8	7	25	22	8	25	9	7	9	1	4	6	0	6	30	
evm.model.scaffold_8136.4	3	5	7	21	2	21	4	6	6	1	7	5	4	1	22	
evm.model.scaffold_8136.5	0	2	2	6	3	11	2	1	1	1	0	4	0	0	8	
evm.model.scaffold_8136.6	2	3	8	10	2	12	0	2	0	0	0	4	0	2	11	
evm.model.scaffold_8137.3	1	1	1	7	1	3	1	2	3	0	0	0	0	2	4	
evm.model.scaffold_8139.1	0	0	5	0	0	2	0	0	1	1	0	0	0	0	3	
evm.model.scaffold_8139.2	0	0	1	0	0	2	0	0	2	0	1	0	0	0	2	
evm.model.scaffold_814.1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	
evm.model.scaffold_8140.1	0	1	2	8	2	14	2	2	4	0	1	0	0	2	14	
evm.model.scaffold_8140.2	0	3	6	15	2	12	6	4	2	0	1	1	8	7	18	
evm.model.scaffold_8140.4	0	3	10	12	2	12	4	1	0	1	3	6	4	4	7	
evm.model.scaffold_8140.5	3	3	1	11	1	8	1	0	3	1	0	1	0	0	10	
evm.model.scaffold_8141.1	0	1	12	11	2	15	2	0	2	2	0	2	0	3	8	
evm.model.scaffold_8145.5	2	2	4	6	1	3	1	0	2	0	0	2	0	2	6	
evm.model.scaffold_8145.7	0	1	3	8	1	5	1	2	3	1	2	4	0	1	5	
evm.model.scaffold_8145.8	1	0	3	0	0	0	2	0	1	1	0	0	0	1	2	
evm.model.scaffold_8147.1	0	0	0	5	1	2	0	0	0	0	0	1	2	0	2	
evm.model.scaffold_8149.2	1	0	0	3	3	2	1	0	1	0	0	1	0	0	3	
evm.model.scaffold_8149.4	3	1	6	2	2	5	1	2	3	0	2	2	0	4	14	
evm.model.scaffold_8149.5	0	3	3	5	3	15	2	4	2	1	2	1	1	2	10	
evm.model.scaffold_815.1	2	1	0	1	0	0	0	0	1	0	2	0	0	0	4	
evm.model.scaffold_815.2	3	2	2	4	5	6	4	6	4	3	3	2	4	2	5	
evm.model.scaffold_815.3	3	0	2	2	5	6	1	0	1	0	1	2	3	1	5	
evm.model.scaffold_8151.1	0	2	4	3	1	4	2	0	1	1	2	1	0	0	5	
evm.model.scaffold_8151.2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	
evm.model.scaffold_8155.1	2	0	3	3	0	3	0	1	0	0	0	3	0	0	4	
evm.model.scaffold_8155.2	2	0	4	3	3	2	1	1	1	0	0	1	0	0	3	
evm.model.scaffold_8155.4	0	0	1	3	0	6	0	0	3	0	0	0	0	0	3	
evm.model.scaffold_8155.5	1	0	2	3	0	1	1	2	0	0	0	2	0	0	0	
evm.model.scaffold_8157.1	1	3	6	12	0	14	6	2	6	1	1	6	4	2	21	
evm.model.scaffold_8157.2	1	0	4	3	1	10	4	2	4	3	1	2	0	0	6	
evm.model.scaffold_816.1	2	0	3	1	1	3	2	1	3	0	1	1	0	0	11	
evm.model.scaffold_816.2	0	0	1	4	0	1	1	0	0	0	0	2	1	0	2	
evm.model.scaffold_8162.1	4	2	4	10	0	6	4	5	6	3	0	3	0	1	11	
evm.model.scaffold_8162.2	2	1	6	11	5	16	4	3	5	3	1	6	1	4	26	
evm.model.scaffold_8162.3	1	1	4	3	0	3	0	0	2	2	1	3	0	1	2	
evm.model.scaffold_8162.4	0	1	2	1	1	6	0	1	1	0	1	0	0	1	9	
evm.model.scaffold_8163.1	3	1	0	2	1	2	3	0	0	0	0	1	0	2	1	
evm.model.scaffold_8163.2	0	0	3	0	1	2	0	0	0	0	0	0	0	1	1	
evm.model.scaffold_8165.1	5	7	11	23	5	19	10	10	8	0	11	4	9	6	40	
evm.model.scaffold_8167.1	0	3	7	6	2	11	3	2	2	0	0	5	0	4	12	
evm.model.scaffold_8168.3	2	3	10	12	3	14	7	1	3	1	2	6	0	2	17	
evm.model.scaffold_8169.1	1	1	4	4	0	1	2	1	2	1	1	1	0	0	11	
evm.model.scaffold_8170.1	5	7	29	50	12	59	9	18	25	1	8	16	4	4	50	
evm.model.scaffold_8172.1	0	0	3	2	1	4	0	2	0	0	0	0	0	1	1	
evm.model.scaffold_8174.1	1	1	2	0	0	4	2	2	1	0	0	0	0	0	1	
evm.model.scaffold_8174.2	1	0	5	6	2	9	3	3	3	1	1	1	1	1	9	
evm.model.scaffold_8177.1	1	2	4	1	0	8	2	0	5	1	0	3	0	3	3	
evm.model.scaffold_8177.3	0	0	4	1	0	0	0	0	1	0	0	1	1	0	0	
evm.model.scaffold_8177.4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	
evm.model.scaffold_8177.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
evm.model.scaffold_8178.1	22	13	32	45	28	81	39	12	17	5	26	32	15	12	43	
evm.model.scaffold_8178.2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4	
evm.model.scaffold_8179.1	1	2	2	5	1	4	0	0	2	0	2	0	0	0	4	
evm.model.scaffold_8179.2	2	2	1	7	1	7	3	2	2	1	0	1	0	3	10	
evm.model.scaffold_8179.3	0	0	1	4	0	0	1	3	2	0	0	0	0	1	0	
evm.model.scaffold_818.1	1	0	1	1	1	1	1	0	2	0	0	0	0	0	0	
evm.model.scaffold_8186.1	5	3	7	11	0	10	1	0	3	0	1	1	0	1	14	
evm.model.scaffold_8186.2	4	4	13	14	2	19	4	1	5	2	4	2	3	10	16	
evm.model.scaffold_8188.2	4	3	3	6	1	4	4	3	17	0	3	5	3	4	6	
evm.model.scaffold_8189.1	1	1	7	7	2	7	0	4	4	1	2	5	2	3	10	
evm.model.scaffold_8189.2	1	0	0	3	0	1	1	0	2	0	0	3	0	0	5	
evm.model.scaffold_8189.3	92	44	120	183	113	225	165	71	64	21	123	104	120	82	185	
evm.model.scaffold_819.1	11	18	45	58	15	78	13	12	30	5	7	19	0	16	68	
evm.model.scaffold_819.2	0	2	1	1	0	4	1	0	0	0	0	0	0	1	2	
evm.model.scaffold_819.3	4	9	24	31	9	45	14	6	5	4	9	14	8	12	58	
evm.model.scaffold_819.4	27	37	86	119	23	125	34	31	31	7	19	46	9	21	133	
evm.model.scaffold_8190.1	1	4	4	5	4	5	3	6	2	2	1	2	3	8	12	
evm.model.scaffold_8192.1	0	0	0	7	0	4	0	1	1	0	0	1	0	0	2	
evm.model.scaffold_8192.2	5	8	12	13	4	17	3	1	13	0	2	12	1	2	13	
evm.model.scaffold_8193.1	0	4	3	2	1	9	0	0	2	1	0	1	1	6	5	
evm.model.scaffold_8193.2	1	1	6	3	1	10	1	0	6	0	1	2	2	4	12	
evm.model.scaffold_8194.1	0	1	6	9	1	13	2	1	1	0	0	1	4	0	12	
evm.model.scaffold_8196.1	1	0	3	3	0	6	1	0	2	0	1	0	0	1	8	
evm.model.scaffold_8197.1	0	1	0	0	0	6	0	0	0	0	0	0	1	0	2	
evm.model.scaffold_8197.2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	
evm.model.scaffold_8198.1	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	
evm.model.scaffold_8198.2	1	0	3	2	1	2	1	2	1	0	0	1	0	1	0	
evm.model.scaffold_8199.1	3	5	19	18	5	25	1	4	5	1	2	5	2	6	19	
evm.model.scaffold_82.2	1	0	1	3	0	2	0	0	2	0	1	0	0	0	4	
evm.model.scaffold_82.3	0	1	1	6	0	3	2	1	1	0	1	0	0	0	0	
evm.model.scaffold_82.4	1	0	1	5	1	7	0	0	1	0	0	0	0	0	3	
evm.model.scaffold_82.5	0	2	3	7	2	8	2	7	5	2	1	2	1	2	16	
evm.model.scaffold_8200.1	0	0	0	2	1	1	0	1	1	0	0	1	0	0	2	
evm.model.scaffold_8204.2	0	9	9	14	0	14	6	4	6	3	2	5	2	4	15	
evm.model.scaffold_8204.3	0	6	8	13	0	15	4	3	7	0	3	11	1	1	10	
evm.model.scaffold_8206.1	2	5	5	21	4	33	4	14	8	2	5	7	4	4	24	
evm.model.scaffold_8206.2	1	1	7	13	3	14	3	2	5	2	2	6	2	4	12	
evm.model.scaffold_8206.3	0	2	1	4	1	4	1	0	2	0	0	0	1	1	1	
evm.model.scaffold_8207.1	1	3	3	5	1	2	0	0	0	0	0	1	2	0	3	
evm.model.scaffold_8207.2	8	5	9	21	13	24	9	7	15	4	10	6	8	7	22	
evm.model.scaffold_8208.1	0	0	0	1	1	2	0	3	1	0	1	2	0	1	3	
evm.model.scaffold_8208.2	0	0	0	1	0	0	0	1	1	0	0	0	0	0	2	
evm.model.scaffold_8208.3	0	1	1	6	1	11	5	2	5	0	0	3	0	2	16	
evm.model.scaffold_821.1	3	1	2	8	1	8	4	1	3	0	2	1	1	0	5	
evm.model.scaffold_821.2	11	12	34	35	8	43	4	14	16	6	2	17	5	4	44	
evm.model.scaffold_821.3	0	2	2	2	0	1	1	1	1	0	0	0	0	1	1	
evm.model.scaffold_821.4	0	2	1	9	2	8	4	3	2	0	2	2	0	1	4	
evm.model.scaffold_8210.1	1	2	5	10	0	10	0	0	2	0	2	7	0	4	3	
evm.model.scaffold_8210.3	4	3	4	4	1	4	2	0	2	0	1	0	1	2	6	
evm.model.scaffold_8211.1	1	3	5	15	3	19	4	0	6	0	3	1	2	2	20	
evm.model.scaffold_8211.2	1	0	5	5	0	2	2	0	4	0	1	1	0	2	4	
evm.model.scaffold_8213.1	1	1	0	2	0	3	0	5	0	1	0	3	0	2	3	
evm.model.scaffold_8217.4	0	0	0	1	0	4	0	0	1	0	0	0	2	0	0	
evm.model.scaffold_8217.5	0	1	0	2	1	5	0	1	0	0	0	2	0	0	2	
evm.model.scaffold_8219.2	61	25	68	127	108	162	107	29	75	27	76	76	78	39	130	
