	SRR14729874.clean.fastq.gz.sam.counts	SRR14729875.clean.fastq.gz.sam.counts	SRR14729876.clean.fastq.gz.sam.counts	SRR14729877.clean.fastq.gz.sam.counts	SRR14729879.clean.fastq.gz.sam.counts	SRR14729880.clean.fastq.gz.sam.counts	SRR14729882.clean.fastq.gz.sam.counts	SRR14729883.clean.fastq.gz.sam.counts	SRR14729884.clean.fastq.gz.sam.counts	SRR14729885.clean.fastq.gz.sam.counts	SRR14729886.clean.fastq.gz.sam.counts	SRR14729887.clean.fastq.gz.sam.counts	SRR14729888.clean.fastq.gz.sam.counts	SRR14729891.clean.fastq.gz.sam.counts	SRR14729892.clean.fastq.gz.sam.counts	
Porites_compressa_HIv1___RNAseq.23941_t	15	1	1	10	8	17	7	0	6	2	12	6	0	3	16	
Porites_compressa_HIv1___RNAseq.24064_t	1024	172	580	822	677	814	626	363	801	370	767	531	570	482	653	
Porites_compressa_HIv1___RNAseq.24155_t	36	17	11	9	19	16	11	4	18	3	8	5	11	4	5	
Porites_compressa_HIv1___RNAseq.24156_t	378	106	98	86	313	165	154	127	285	54	129	51	374	28	92	
Porites_compressa_HIv1___RNAseq.24171_t	100	40	84	102	93	119	101	43	89	38	91	56	85	43	82	
Porites_compressa_HIv1___RNAseq.24173_t	247	100	180	280	270	321	375	142	318	197	249	178	301	166	240	
Porites_compressa_HIv1___RNAseq.24203_t	140	67	62	54	107	79	117	59	95	56	95	35	77	22	48	
Porites_compressa_HIv1___RNAseq.24227_t	66	7	40	69	45	63	63	24	60	34	64	40	30	34	40	
Porites_compressa_HIv1___RNAseq.24290_t	0	2	18	4	3	20	6	0	0	1	3	0	8	1	0	
Porites_compressa_HIv1___RNAseq.24325_t	51	7	29	28	43	32	35	18	40	27	39	19	37	24	38	
Porites_compressa_HIv1___RNAseq.24535_t	164	60	164	127	123	143	283	88	269	92	174	85	134	95	128	
Porites_compressa_HIv1___RNAseq.24589_t	81	39	28	133	107	258	83	35	135	41	158	32	50	91	142	
Porites_compressa_HIv1___RNAseq.245_t	48	16	24	18	37	47	65	17	56	47	43	23	38	18	16	
Porites_compressa_HIv1___RNAseq.24627_t	10	6	30	707	24	240	77	15	28	6	76	173	32	91	137	
Porites_compressa_HIv1___RNAseq.24639_t	22	1	8	7	5	6	3	1	8	18	6	7	7	2	8	
Porites_compressa_HIv1___RNAseq.24678_t	5	2	1	9	1	35	10	3	12	6	21	6	8	13	18	
Porites_compressa_HIv1___RNAseq.24693_ta	181	72	173	257	148	159	181	68	167	153	129	98	97	170	102	
Porites_compressa_HIv1___RNAseq.24693_tb	800	318	666	499	767	677	652	376	891	625	700	465	600	240	408	
Porites_compressa_HIv1___RNAseq.24778_t	1	0	9	6	6	0	0	1	2	5	5	0	0	1	0	
Porites_compressa_HIv1___RNAseq.24862_t	14	3	0	1	16	7	2	4	5	6	42	13	9	0	12	
Porites_compressa_HIv1___RNAseq.2489_t	102	36	93	206	141	238	122	64	119	86	151	153	66	103	85	
Porites_compressa_HIv1___RNAseq.24942_t	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	
Porites_compressa_HIv1___RNAseq.2504_t	39	18	15	79	146	18	49	59	183	85	22	62	60	60	46	
Porites_compressa_HIv1___RNAseq.25053_t	664	190	423	382	487	628	432	266	662	390	476	384	387	331	417	
Porites_compressa_HIv1___RNAseq.25075_t	273	66	227	415	209	434	213	119	270	132	292	278	123	156	245	
Porites_compressa_HIv1___RNAseq.25145_t	287	23	372	150	136	270	170	129	84	76	83	86	79	93	166	
Porites_compressa_HIv1___RNAseq.25181_t	0	0	1	2	0	2	0	1	3	8	1	0	20	0	3	
Porites_compressa_HIv1___RNAseq.25201_t	299	53	192	320	559	131	302	120	98	189	265	110	156	191	247	
Porites_compressa_HIv1___RNAseq.25203_t	8	2	8	113	70	12	29	11	12	7	39	13	0	22	4	
Porites_compressa_HIv1___RNAseq.25210_t	8	1	34	14	47	5	37	8	11	14	25	15	2	15	6	
Porites_compressa_HIv1___RNAseq.25213_t	11	3	3	8	7	1	3	2	6	1	6	5	3	2	3	
Porites_compressa_HIv1___RNAseq.25265_t	86	8	23	99	42	69	68	29	38	33	63	32	113	17	27	
Porites_compressa_HIv1___RNAseq.25266_t	7	0	0	30	2	31	8	8	3	4	9	13	8	4	7	
Porites_compressa_HIv1___RNAseq.25352_t	40	27	22	1	15	0	4	8	6	7	2	10	39	1	10	
Porites_compressa_HIv1___RNAseq.25441_t	135	48	96	121	133	106	142	63	98	107	119	58	110	65	89	
Porites_compressa_HIv1___RNAseq.25614_t	38	4	86	12	42	18	128	19	2	47	76	15	32	6	30	
Porites_compressa_HIv1___RNAseq.2576_t	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.2583_t	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
Porites_compressa_HIv1___RNAseq.25843_t	4	0	6	17	5	15	5	2	4	1	16	2	38	4	4	
Porites_compressa_HIv1___RNAseq.25930_t	135	40	100	133	67	123	133	74	146	100	135	62	96	71	85	
Porites_compressa_HIv1___RNAseq.2597_t	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.25995_t	113	29	89	111	93	121	164	49	99	82	143	69	91	64	90	
Porites_compressa_HIv1___RNAseq.2599_t	15	5	6	28	21	38	30	11	23	15	33	30	27	1	19	
Porites_compressa_HIv1___RNAseq.2601_t	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.2604_t	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.26118_t	16	2	5	66	10	19	44	7	88	14	12	18	13	42	50	
Porites_compressa_HIv1___RNAseq.26138_t	50	11	22	37	24	31	30	8	31	24	29	14	39	24	26	
Porites_compressa_HIv1___RNAseq.26146_t	36	18	50	94	37	53	96	29	47	27	45	39	26	61	37	
Porites_compressa_HIv1___RNAseq.2614_t	74	0	1	11	2	8	0	3	2	0	0	9	2	2	12	
Porites_compressa_HIv1___RNAseq.26326_t	298	108	276	351	231	312	371	149	324	203	239	272	219	208	246	
Porites_compressa_HIv1___RNAseq.26375_t	928	255	334	451	572	220	661	307	380	384	410	204	507	281	454	
Porites_compressa_HIv1___RNAseq.26387_t	3	0	1	33	0	15	4	8	2	0	3	0	4	5	0	
Porites_compressa_HIv1___RNAseq.26441_t	139	35	159	206	216	252	230	93	200	121	223	157	158	167	132	
Porites_compressa_HIv1___RNAseq.26486_t	275	28	109	112	115	141	102	62	128	81	122	115	79	65	144	
Porites_compressa_HIv1___RNAseq.26679_t	501	31	95	1032	33	360	70	142	52	122	168	49	285	681	156	
Porites_compressa_HIv1___RNAseq.26812_t	18	7	8	14	15	23	2	11	41	23	14	13	16	2	2	
Porites_compressa_HIv1___RNAseq.26824_t	82	44	81	82	72	109	92	35	118	36	70	83	56	51	141	
Porites_compressa_HIv1___RNAseq.26896_t	14	3	2	46	5	56	4	3	3	0	0	11	1	15	5	
Porites_compressa_HIv1___RNAseq.26905_t	1168	818	1500	1420	1057	1141	1965	769	2146	1136	1306	890	1625	561	1403	
Porites_compressa_HIv1___RNAseq.26964_t	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.27143_t	171	45	140	158	113	31	153	41	161	65	106	88	52	92	88	
Porites_compressa_HIv1___RNAseq.2724_t	108	39	87	306	84	119	98	47	107	61	89	61	54	260	73	
Porites_compressa_HIv1___RNAseq.27265_t	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.27334_t	7	1	3	5	3	2	1	3	2	4	2	2	12	1	11	
Porites_compressa_HIv1___RNAseq.27359_t	244	77	258	173	224	269	191	113	294	175	110	185	103	132	178	
Porites_compressa_HIv1___RNAseq.27369_t	1407	516	1153	1263	1384	1420	1405	565	1278	951	1310	816	918	741	903	
Porites_compressa_HIv1___RNAseq.27392_t	18	2	3	10	16	5	6	12	0	7	8	2	9	1	7	
Porites_compressa_HIv1___RNAseq.27533_t	0	0	0	8	0	0	0	0	0	0	1	1	0	0	0	
Porites_compressa_HIv1___RNAseq.27579_t	1	4	41	26	25	198	32	13	8	2	23	50	7	17	150	
Porites_compressa_HIv1___RNAseq.27611_t	65	25	28	43	41	38	78	31	62	44	49	35	79	20	49	
Porites_compressa_HIv1___RNAseq.27628_ta	1	0	0	2	12	0	103	0	0	45	0	0	1	2	0	
Porites_compressa_HIv1___RNAseq.27628_tb	0	0	0	0	0	0	250	0	0	110	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.27649_ta	23	24	51	121	34	107	54	20	49	20	47	18	34	44	35	
Porites_compressa_HIv1___RNAseq.27649_tb	28	10	39	22	31	38	65	14	26	46	31	34	69	34	26	
Porites_compressa_HIv1___RNAseq.27674_t	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	
Porites_compressa_HIv1___RNAseq.27709_t	36	23	72	87	48	43	80	20	95	47	78	26	42	89	30	
Porites_compressa_HIv1___RNAseq.27736_t	104	32	59	94	128	104	99	48	93	63	80	63	47	39	111	
Porites_compressa_HIv1___RNAseq.27906_t	77	26	58	121	70	133	146	23	100	48	71	73	53	71	83	
Porites_compressa_HIv1___RNAseq.28103_t	456	130	413	5263	409	818	361	356	671	378	574	517	506	2545	360	
Porites_compressa_HIv1___RNAseq.28111_t	15	7	28	27	10	61	35	29	19	27	32	34	17	40	45	
Porites_compressa_HIv1___RNAseq.28120_t	218	72	267	590	270	545	356	158	287	158	281	203	160	350	352	
Porites_compressa_HIv1___RNAseq.28136_t	74	31	90	73	61	68	74	34	49	58	87	68	62	22	83	
Porites_compressa_HIv1___RNAseq.28171_t	87	37	55	7	77	26	46	28	111	130	15	52	136	31	25	
Porites_compressa_HIv1___RNAseq.28330_t	10	0	1	0	0	2	1	0	1	1	0	0	9	0	2	
Porites_compressa_HIv1___RNAseq.28493_t	6	1	2	11	2	18	9	11	5	9	4	2	2	5	5	
Porites_compressa_HIv1___RNAseq.28704_t	1	0	1	2	11	2	3	1	1	0	7	3	2	4	3	
Porites_compressa_HIv1___RNAseq.28732_t	6	0	99	1	22	10	2	2	15	8	2	5	4	2	6	
Porites_compressa_HIv1___RNAseq.28733_t	29	6	572	7	242	52	21	7	115	234	23	54	28	10	15	
Porites_compressa_HIv1___RNAseq.28830_t	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.28882_t	33	28	36	50	35	77	101	26	71	28	49	28	35	35	42	
Porites_compressa_HIv1___RNAseq.29107_t	64	3	23	35	22	36	19	5	16	13	14	13	14	16	28	
Porites_compressa_HIv1___RNAseq.29108_t	17	0	19	1	13	8	8	0	13	0	0	8	0	0	38	
Porites_compressa_HIv1___RNAseq.29207_t	10	1	6	2	3	8	1	1	3	0	2	0	3	4	1	
Porites_compressa_HIv1___RNAseq.29216_t	1254	437	942	521	1158	917	822	416	1181	907	733	465	753	598	534	
Porites_compressa_HIv1___RNAseq.29365_t	44	14	33	123	31	86	38	30	43	28	63	25	38	29	65	
Porites_compressa_HIv1___RNAseq.29406_t	38	18	67	13	109	203	82	68	37	1	68	41	43	126	79	
Porites_compressa_HIv1___RNAseq.29492_t	5	4	9	6	4	1	0	4	4	1	4	5	14	4	3	
Porites_compressa_HIv1___RNAseq.29529_t	830	333	1095	850	1394	2300	1324	748	1649	1246	1250	1101	856	549	969	
Porites_compressa_HIv1___RNAseq.29556_t	0	0	1	1	1	0	0	0	0	0	0	2	1	0	2	
Porites_compressa_HIv1___RNAseq.29714_t	147	54	153	120	109	123	174	49	141	102	127	63	82	57	103	
Porites_compressa_HIv1___RNAseq.29753_t	26	12	23	6	19	36	25	0	31	3	5	20	9	7	31	
Porites_compressa_HIv1___RNAseq.2987_t	422	160	418	469	423	463	497	202	498	359	390	309	364	211	364	
Porites_compressa_HIv1___RNAseq.29918_t	33	5	25	36	27	133	37	28	19	30	50	24	26	32	21	
Porites_compressa_HIv1___RNAseq.3014_t	0	0	0	104	0	51	35	4	57	6	25	15	19	5	29	
Porites_compressa_HIv1___RNAseq.30249_t	1420	712	1246	1712	1147	1190	1351	797	1321	986	1611	947	1246	938	893	
Porites_compressa_HIv1___RNAseq.30279_t	203	137	142	701	279	508	285	115	303	197	219	121	439	405	250	
Porites_compressa_HIv1___RNAseq.30315_t	27	1	10	8	27	12	7	3	8	9	11	6	11	1	16	
Porites_compressa_HIv1___RNAseq.30329_t	0	0	4	2	1	5	0	3	1	1	0	0	2	2	0	
Porites_compressa_HIv1___RNAseq.30370_t	362	104	316	565	353	361	407	171	305	362	419	245	262	335	245	
Porites_compressa_HIv1___RNAseq.30380_t	3	0	2	0	7	0	1	1	4	0	0	1	4	2	1	
Porites_compressa_HIv1___RNAseq.30387_t	2	0	11	12	0	37	4	6	3	0	4	1	5	5	9	
Porites_compressa_HIv1___RNAseq.30438_t	5	3	5	34	11	7	71	1	2	4	0	2	1	23	4	
Porites_compressa_HIv1___RNAseq.30483_t	1315	633	1360	1690	1363	1589	1662	769	1861	1071	1729	1283	1257	947	1390	
Porites_compressa_HIv1___RNAseq.30538_t	689	88	397	282	376	340	367	259	482	293	357	378	553	161	265	
Porites_compressa_HIv1___RNAseq.30547_t	512	212	403	265	273	341	463	240	724	312	488	254	303	162	253	
Porites_compressa_HIv1___RNAseq.30573_t	195	244	251	166	190	190	76	118	371	227	165	75	229	66	332	
Porites_compressa_HIv1___RNAseq.3061_t	0	0	4	5	0	2	2	0	2	0	1	1	0	0	1	
Porites_compressa_HIv1___RNAseq.30632_t	15	3	31	84	19	26	11	5	1	5	8	184	6	4	8	
Porites_compressa_HIv1___RNAseq.30652_t	121	80	473	387	312	1035	424	154	421	383	539	202	185	237	354	
Porites_compressa_HIv1___RNAseq.30661_t	223	83	197	147	288	352	242	142	313	446	201	337	190	41	148	
Porites_compressa_HIv1___RNAseq.30755_t	0	0	0	4	1	0	0	1	0	0	2	0	1	0	0	
Porites_compressa_HIv1___RNAseq.30786_t	3	0	2	0	0	0	7	0	0	1	2	2	0	1	0	
Porites_compressa_HIv1___RNAseq.30850_t	618	400	723	677	858	1174	780	448	1171	740	1025	863	612	328	702	
Porites_compressa_HIv1___RNAseq.30879_t	218	16	71	61	52	122	78	25	87	64	68	59	60	44	99	
Porites_compressa_HIv1___RNAseq.30994_t	91	21	26	49	38	18	24	11	0	16	2	8	5	10	7	
Porites_compressa_HIv1___RNAseq.31011_t	174	5	26	18	22	160	13	5	39	16	100	48	48	9	44	
Porites_compressa_HIv1___RNAseq.31057_t	0	0	0	0	0	3	0	0	0	0	3	0	0	2	0	
Porites_compressa_HIv1___RNAseq.31099_t	4	6	7	25	8	27	4	4	8	4	7	18	7	11	27	
Porites_compressa_HIv1___RNAseq.31102_t	2	3	7	10	3	9	6	6	4	1	7	2	7	0	8	
Porites_compressa_HIv1___RNAseq.31183_t	69	22	49	85	61	88	91	45	84	53	65	29	42	40	40	
Porites_compressa_HIv1___RNAseq.31225_t	67	14	24	17	15	43	39	27	6	6	35	9	52	23	36	
Porites_compressa_HIv1___RNAseq.31261_t	4	0	2	18	6	8	16	0	3	2	5	2	8	4	0	
Porites_compressa_HIv1___RNAseq.31283_t	57	15	55	37	9	78	12	42	55	10	94	20	14	42	35	
Porites_compressa_HIv1___RNAseq.31285_t	166	17	83	32	276	157	276	51	96	121	96	149	87	101	147	
Porites_compressa_HIv1___RNAseq.31327_t	38	6	17	18	17	47	20	12	30	10	19	14	12	12	20	
Porites_compressa_HIv1___RNAseq.31456_t	27	6	39	33	35	0	51	0	0	0	32	29	0	52	44	
Porites_compressa_HIv1___RNAseq.31476_t	141	35	92	155	57	300	149	39	48	48	77	57	48	109	116	
Porites_compressa_HIv1___RNAseq.31613_t	7	1	5	10	3	15	7	6	3	1	8	5	3	2	7	
Porites_compressa_HIv1___RNAseq.31623_t	197	45	119	105	236	234	133	105	240	130	167	162	128	84	159	
Porites_compressa_HIv1___RNAseq.31642_t	257	102	350	484	531	505	426	162	440	426	470	390	223	300	311	
Porites_compressa_HIv1___RNAseq.31685_t	1	0	4	5	0	0	2	0	0	3	0	1	0	0	1	
Porites_compressa_HIv1___RNAseq.31715_t	2	2	7	21	6	12	5	0	2	10	5	6	1	5	23	
Porites_compressa_HIv1___RNAseq.31870_t	5	0	0	1	0	10	1	0	0	1	1	0	0	1	1	
Porites_compressa_HIv1___RNAseq.31900_t	27	12	22	36	27	26	41	10	25	17	24	13	16	6	26	
Porites_compressa_HIv1___RNAseq.31902_t	882	277	936	3870	1115	1248	1522	366	1095	807	1092	1054	964	1157	1163	
Porites_compressa_HIv1___RNAseq.31961_t	23	17	39	39	24	52	46	20	30	30	39	42	19	6	34	
Porites_compressa_HIv1___RNAseq.31984_t	162	33	82	83	113	122	78	81	89	50	161	58	28	58	159	
Porites_compressa_HIv1___RNAseq.32027_t	3035	271	470	197	1354	292	500	262	1613	638	152	173	590	251	398	
Porites_compressa_HIv1___RNAseq.32034_t	681	276	803	1890	650	1315	933	587	1102	419	1230	913	513	1050	806	
Porites_compressa_HIv1___RNAseq.3212_t	104	43	137	175	129	180	128	84	136	67	82	68	70	72	126	
Porites_compressa_HIv1___RNAseq.32203_t	4	0	1	2	4	0	2	5	5	1	2	2	1	1	9	
Porites_compressa_HIv1___RNAseq.32249_t	96	18	55	30	64	51	50	29	97	107	53	41	30	19	43	
Porites_compressa_HIv1___RNAseq.32294_t	313	95	224	439	290	393	301	178	312	195	333	273	195	334	255	
Porites_compressa_HIv1___RNAseq.32297_t	184	12	82	79	53	81	79	31	67	63	127	64	83	25	80	
Porites_compressa_HIv1___RNAseq.32321_t	147	48	89	89	163	82	188	70	159	143	119	90	162	46	80	
Porites_compressa_HIv1___RNAseq.32331_t	5	1	0	7	1	9	1	0	5	0	6	3	0	0	5	
Porites_compressa_HIv1___RNAseq.3237_t	295	83	205	306	265	252	202	110	311	231	397	164	326	177	140	
Porites_compressa_HIv1___RNAseq.32405_t	52	16	27	65	94	113	66	48	108	36	89	48	83	29	24	
Porites_compressa_HIv1___RNAseq.32435_t	9	4	10	19	4	26	10	2	15	9	9	8	7	5	15	
Porites_compressa_HIv1___RNAseq.32512_t	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.32555_t	25	10	6	5	20	3	4	4	16	7	6	11	9	0	2	
Porites_compressa_HIv1___RNAseq.32562_t	2	3	4	3	3	8	0	3	7	3	4	0	7	2	1	
Porites_compressa_HIv1___RNAseq.32672_t	150	29	102	195	96	232	108	95	112	33	82	76	83	138	157	
Porites_compressa_HIv1___RNAseq.32710_t	10	9	5	10	13	14	3	2	26	5	6	6	13	4	5	
Porites_compressa_HIv1___RNAseq.32725_t	251	89	251	425	243	398	381	169	224	154	320	213	218	294	252	
Porites_compressa_HIv1___RNAseq.32740_t	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	
Porites_compressa_HIv1___RNAseq.32790_t	98	52	217	499	65	482	175	15	182	47	67	95	89	31	197	
Porites_compressa_HIv1___RNAseq.32879_t	931	697	910	860	748	792	1099	505	1544	991	525	551	710	426	828	
Porites_compressa_HIv1___RNAseq.33035_t	14	8	6	15	0	25	5	1	8	3	14	5	5	4	9	
Porites_compressa_HIv1___RNAseq.33053_t	224	89	166	255	188	199	282	95	146	125	164	152	129	119	182	
Porites_compressa_HIv1___RNAseq.3305_t	295	71	295	535	269	490	368	173	358	158	386	306	185	350	306	
Porites_compressa_HIv1___RNAseq.3307_t	161	34	99	172	75	255	134	47	78	58	111	104	58	45	326	
Porites_compressa_HIv1___RNAseq.33344_t	104	57	71	63	69	113	135	46	100	49	90	63	68	34	75	
Porites_compressa_HIv1___RNAseq.33384_t	805	197	613	1027	629	820	881	345	695	422	634	501	528	551	653	
Porites_compressa_HIv1___RNAseq.33390_t	605	220	525	515	504	631	795	347	811	404	565	359	455	332	422	
Porites_compressa_HIv1___RNAseq.33470_t	3	12	14	21	21	23	22	5	26	13	49	16	21	12	45	
Porites_compressa_HIv1___RNAseq.33488_t	149	58	125	131	109	177	226	103	183	88	193	113	107	74	99	
Porites_compressa_HIv1___RNAseq.3348_t	612	291	767	1040	623	643	878	332	916	533	823	420	535	669	478	
Porites_compressa_HIv1___RNAseq.33512_t	127	40	104	209	112	118	135	92	140	63	131	81	77	191	90	
Porites_compressa_HIv1___RNAseq.33570_t	63	12	44	77	55	58	122	30	79	49	80	42	56	30	73	
Porites_compressa_HIv1___RNAseq.33623_t	4	9	75	343	2	173	38	1	143	99	150	68	1	172	21	
Porites_compressa_HIv1___RNAseq.33676_t	1390	153	618	698	663	893	1123	225	1734	592	722	557	1033	259	338	
Porites_compressa_HIv1___RNAseq.33768_t	11	13	11	18	10	17	26	10	17	19	23	19	15	15	11	
Porites_compressa_HIv1___RNAseq.33769_t	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.33850_t	2	0	0	6	2	3	1	0	0	2	0	1	1	0	2	
Porites_compressa_HIv1___RNAseq.33871_t	29	10	51	39	5	27	22	4	18	2	25	12	7	25	13	
Porites_compressa_HIv1___RNAseq.33892_t	23	5	13	28	9	23	32	12	16	2	18	9	13	15	25	
Porites_compressa_HIv1___RNAseq.33903_t	2399	364	1980	6228	1338	2724	1810	702	1191	1091	2452	1477	1672	3269	1396	
Porites_compressa_HIv1___RNAseq.3392_t	15	2	5	18	2	7	6	1	4	4	7	6	7	7	11	
Porites_compressa_HIv1___RNAseq.3413_t	4	3	2	4	4	7	4	1	3	2	6	1	5	5	3	
Porites_compressa_HIv1___RNAseq.34236_t	428	109	468	1059	511	575	587	277	423	385	613	512	469	418	472	
Porites_compressa_HIv1___RNAseq.34517_t	7	2	29	9	2	16	48	1	0	4	61	17	0	28	6	
Porites_compressa_HIv1___RNAseq.34608_t	766	454	560	300	426	428	836	308	756	543	677	327	541	200	381	
Porites_compressa_HIv1___RNAseq.34654_t	164	34	110	176	45	384	150	46	188	69	51	302	196	222	388	
Porites_compressa_HIv1___RNAseq.34786_t	15	9	42	0	0	8	25	28	30	40	35	0	0	0	0	
Porites_compressa_HIv1___RNAseq.34787_t	79	29	78	46	114	63	43	29	76	85	73	114	86	52	90	
Porites_compressa_HIv1___RNAseq.34832_t	65	5	28	87	17	72	32	11	21	21	32	26	25	28	37	
Porites_compressa_HIv1___RNAseq.3483_t	94	32	127	133	141	138	84	66	138	79	139	90	85	46	87	
Porites_compressa_HIv1___RNAseq.3489_t	128	46	91	111	45	141	73	41	75	52	57	40	40	47	132	
Porites_compressa_HIv1___RNAseq.3490_t	200	31	89	81	100	120	127	62	146	74	85	58	91	61	71	
Porites_compressa_HIv1___RNAseq.34957_t	17	0	9	3	7	5	4	6	5	3	4	0	0	20	16	
Porites_compressa_HIv1___RNAseq.3515_t	11	10	8	19	10	11	4	13	20	4	24	21	2	5	23	
Porites_compressa_HIv1___RNAseq.3532_t	3	0	1	1	3	1	0	0	0	1	1	0	1	2	8	
Porites_compressa_HIv1___RNAseq.3548_t	238	95	577	540	184	257	422	120	262	163	260	353	141	369	148	
Porites_compressa_HIv1___RNAseq.35585_t	135	68	105	361	231	498	175	156	170	79	192	230	99	142	279	
Porites_compressa_HIv1___RNAseq.35651_t	89	43	66	105	49	70	115	85	137	56	75	37	68	27	73	
Porites_compressa_HIv1___RNAseq.35714_t	773	75	238	62	214	4	290	348	146	181	192	107	235	20	169	
Porites_compressa_HIv1___RNAseq.35718_t	269	1	16	544	97	26	51	24	176	537	190	208	5	59	17	
Porites_compressa_HIv1___RNAseq.3608_t	1	1	1	8	0	0	0	2	0	0	1	0	2	3	0	
Porites_compressa_HIv1___RNAseq.3610_t	52	1	1	0	0	1	0	0	0	0	1	0	31	0	0	
Porites_compressa_HIv1___RNAseq.36160_t	752	281	728	879	714	945	1119	361	963	461	571	549	380	395	693	
Porites_compressa_HIv1___RNAseq.36189_t	32	9	3	234	53	19	67	7	10	13	128	45	50	79	22	
Porites_compressa_HIv1___RNAseq.36207_t	1882	630	3686	2862	1324	2291	1652	1073	2420	968	1735	1412	1026	1462	1000	
Porites_compressa_HIv1___RNAseq.36241_t	43	16	24	8	10	13	639	2	5	3	8	11	2	20	12	
Porites_compressa_HIv1___RNAseq.36350_t	2	2	2	1	1	2	0	2	2	1	1	3	11	0	2	
Porites_compressa_HIv1___RNAseq.36368_t	82	57	232	165	99	136	196	60	122	77	181	130	71	132	63	
Porites_compressa_HIv1___RNAseq.36460_t	25	11	20	41	18	37	33	5	10	6	27	18	21	12	24	
Porites_compressa_HIv1___RNAseq.36461_t	73	43	55	75	60	69	99	36	97	48	80	75	66	29	43	
Porites_compressa_HIv1___RNAseq.36495_t	15	5	31	82	17	65	426	6	15	6	25	22	5	5	85	
Porites_compressa_HIv1___RNAseq.36523_t	17	2	259	10	5	2	2	1	1	3	14	0	56	6	12	
Porites_compressa_HIv1___RNAseq.36724_t	0	0	2	8	0	2	4	0	2	3	2	0	1	4	0	
Porites_compressa_HIv1___RNAseq.36782_t	2	0	0	0	3	3	0	2	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.36794_t	103	22	14	9	44	76	1	35	0	2	50	10	64	0	27	
Porites_compressa_HIv1___RNAseq.36800_t	0	0	0	6	0	0	0	0	1	0	0	3	0	2	0	
Porites_compressa_HIv1___RNAseq.36939_t	0	0	0	0	0	0	7	0	0	1	3	1	3	1	0	
Porites_compressa_HIv1___RNAseq.36963_t	4	1	1	4	0	0	0	0	3	1	2	1	3	4	0	
Porites_compressa_HIv1___RNAseq.36970_t	52	16	48	14	63	65	42	27	61	104	38	10	34	6	15	
Porites_compressa_HIv1___RNAseq.37009_t	0	0	1	2	3	3	0	0	1	1	0	2	1	1	1	
Porites_compressa_HIv1___RNAseq.37026_t	27	3	11	10	16	31	3	5	7	6	8	22	0	0	9	
Porites_compressa_HIv1___RNAseq.37043_t	37	0	3	21	18	75	8	17	40	23	4	16	0	11	5	
Porites_compressa_HIv1___RNAseq.37181_t	362	114	412	371	346	301	442	223	369	241	400	307	309	221	215	
Porites_compressa_HIv1___RNAseq.371_t	68	35	67	59	61	70	82	29	69	49	67	48	68	54	61	
Porites_compressa_HIv1___RNAseq.37390_t	8	5	12	71	1	34	75	4	57	3	21	0	1	7	147	
Porites_compressa_HIv1___RNAseq.37428_t	0	1	0	0	0	4	0	0	1	0	2	3	0	0	0	
Porites_compressa_HIv1___RNAseq.37463_t	576	396	920	1515	1113	1731	638	500	1232	557	1725	1126	620	784	785	
Porites_compressa_HIv1___RNAseq.37495_t	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	
Porites_compressa_HIv1___RNAseq.37565_t	433	301	676	1006	2512	1449	885	482	1374	2293	2612	2098	579	1009	924	
Porites_compressa_HIv1___RNAseq.37716_t	338	85	182	187	156	266	208	117	350	134	205	177	180	103	221	
Porites_compressa_HIv1___RNAseq.37750_t	289	49	258	386	235	283	283	179	309	221	335	244	174	222	219	
Porites_compressa_HIv1___RNAseq.37833_t	351	111	280	277	235	429	410	151	341	242	327	245	234	202	223	
Porites_compressa_HIv1___RNAseq.37852_t	1	1	1	13	1	33	8	1	4	2	19	3	7	0	8	
Porites_compressa_HIv1___RNAseq.37869_t	1	1	0	1	0	3	7	0	0	6	15	0	4	0	6	
Porites_compressa_HIv1___RNAseq.37900_t	3	0	1	3	2	2	2	0	5	0	2	1	0	1	2	
Porites_compressa_HIv1___RNAseq.37904_t	1	2	1	1	0	1	0	0	1	1	5	2	0	0	2	
Porites_compressa_HIv1___RNAseq.37910_t	1	0	1	2	0	3	0	1	1	0	2	0	0	0	2	
